id,name,ingredients,time,description,calories,protein,fat,sugar,sodium,carbs,meat_ingredients,is_vegetarian
326,rhubarb  victoria sauce,"rhubarb, onion, seedless raisins, brown sugar, vinegar, salt, ground cinnamon, ground ginger, ground allspice",35,"combine rhubarb , onion , raisins , sugar and vinegar cook until thick , about 25 minutes as mixture thickens , stir frequently to prevent sticking add spices cook 5 minutes longer pour , boiling hot , into sterlized pint jars , leaving 1 / 8-inch head space adjust caps process in a boiling water bath according to manufactures instructions makes about 4 pints excellent accompaniment with meats",957.6,8,1,883,28,81,,1
327,shrimp  cocktail sauce,"catsup, horseradish, lemon juice, worcestershire sauce, salt, pepper",5,mix all ingredients and chill when ready to serve dip shrimp and enjoy,163.9,5,0,150,92,14,,1
328,spanish  corn,"corn, butter, tomatoes, green onion, fresh cilantro",15,melt butter in medium saucpan add rest of ingredients simmer on low for 10 minutes,348.5,15,22,33,5,19,,1
329,surprise   russian tea cakes,"butter, confectioners' sugar, all-purpose flour, vanilla, salt, nuts, vanilla caramels",30,"heat oven to 400 mix thoroughly butter , confectioners' sugar and vanilla work in flour , salt and nuts until dough holds together cut each vanilla caramel into 4 small pieces divide dough in 36 portions and mold each around a small piece of caramel bake 10-12 minutes until set but not brown while warm , roll in confectioner's sugar or sugar crystals and cool makes 36 cookies",101.4,2,9,13,2,3,,1
330,chewy english flapjack,"porridge oats, butter, golden syrup, sugar, chocolate chips, raisins, nuts",40,"put the butter , sugar , and syrup in a saucepan , and stir ir over a medium heat until the butter has melted put the melted mixture into a mixing bowl , and add the porridge oats and any optional ingredients you want to add put the mixture in a papered tin , flattening the mixture with the back of a spoon bake the flapjack in the oven at about 180c for around 30 minutes , or until the flapjack has browned once you take the flapjack out , you should cut it before it cools completely because it will harden if youre impatient , eat some warm but flapjack is just as delicious chilled if youre a chocaholic , i would recommend that when the flapjack has cooled completely , you melt a black of chocolate and pour it over , and wait for it to set",362.6,10,26,97,5,17,,1
331,guaranteed 5 star banana cake,"butter, sugar, flour, bananas, duncan hines butter cake mix, eggs, water, canola oil, baking powder",60,"preheat oven to 350 degrees add sugar , flour , and cube of butter into small mixing bowl cut butter into sugar / flour mixture with pastery cutter spray bundt pan with pam cooking spray put butter / flour / sugar mixture into bottom of bundt pan evenly in a seperate large mixing bowl add bananas and mash add remaining ingredients using mixer , blend for approximately 1 minute pour cake mixture into bundt pan on top of first layer follow the baking directions on the box of cake mix check for doneness with a toothpick remove cake from oven after tooth pick comes out clean let cake stand for 10 to 15 minutes place cake plate on bottom of bundt pan and carefully flip over remove bundt pan let cool and enjoy !",366.9,8,24,47,14,17,,1
332,copycat   costa vida green rice,"lime juice, garlic cloves, cilantro, green chilies, salt, onion, butter, rice, chicken broth",35,"chop veggies / herbs coarsely and then fry in 1 t butter or oil add rice and stir to coat and then add broth , salt and lime juice bring to rapid boil , turn down as low as possible , cover and simmer about 20 minutes - do not stir ! fluff with fork",339.3,18,6,10,73,21,chicken,0
333,hot kielbasa dip,"cream cheese, sour cream, milk, mayonnaise, worcestershire sauce, kielbasa, parmesan cheese, green onion",15,"microwave cream cheese for 1 minute or until soft stir in sour cream , milk , mayonaise and worcestershire sauce add kielbasa , onion and parmesan cheese put in crock pot on low serve with crackers , vegetables or rye bread",511.6,33,71,15,45,2,,1
334,minestrone salad,"bow tie pasta, red kidney beans, pepperoni, italian plum tomatoes, green pepper, parsley, parmesan cheese, pepper, italian dressing",20,"cook pasta to desired doneness as directed on package drain rinse with cold water to cool in large bowl , combine cooked pasta and all remaining ingredients mix well serve immediately , or cover and refrigerate until serving time",219.2,14,16,11,15,7,pepperoni,0
335,real   somali tea,"water, black tea bags, ginger, whole cloves, cardamom pods, cinnamon stick, nutmeg, milk",32,peel and crush about a thumb sized amount of fresh ginger crush cardemon and cloves add all ingredients to pot of water except milk boil for 30 mins or until spices permeate tea add milk to each serving cup to taste,3.9,0,0,0,0,0,,1
336,low calorie  lemon chiffon pie,"cornstarch, unsweetened pineapple juice, honey, lemon juice, lemon rind, cool whip lite",20,"mix cornstarch with 1 / 4 cup of the pineapple juice bring remaining pineapple juice and honey to a boil stir in cornstarch mixture until thick reduce heat , add lemon juice and rind stir until blended boil for about one minute , stirring constantly chill , when chilled , combine with part of the cool whip and pour into crust put remainder of cool whip on top of filling",136.9,2,5,81,0,8,,1
337,s w o c   pie cookies,"milk chocolate chips, shortening, raisins, almonds",12,"using a double boiler , melt chocolate chips and shortening together stir until smooth then remove from heat stir in raisins and almonds drop by tablespoonfuls onto waxed paper lined sheets chill until ready to serve",105.8,3,9,36,0,3,,1
338,ultimate  dark chocolate oreo truffle,"oreo cookies, philadelphia cream cheese, baker's semi-sweet baking chocolate",30,"set out 1 pkg philadelphia cream cheese in a blender or food processor , blend 1 pks oreos until a fine powder is formed throughout if you do it all at once , it's impossible to get a consistent powder remove any remaining cookie pieces knead 1 pkg philadelphia cream cheese into mix until mixture is consistent throughout roll into 2 in balls and place on cookie sheet refrigerate 30 minute melt 1 bar baker's semi-sweet chocolate using two spoons , coat each ball individually place on cookie sheet and refrigerate 30 minute",172.3,5,18,35,5,5,,1
339,tasty s    hidden mickey surprise snack,"bell pepper, ranch dressing, salt and pepper, honey mustard, balsamic vinegar",1,slice into a bell pepper crosswise and see if you can find a hidden mickey mommy did ! mommy was very surprised ! eat with your favorite veggie dip as suggested ^^see photo above as an example of a hidden mickey pssst ! ~tasty~ you'll have better luck finding a hidden mickey,23.8,2,0,11,0,1,,1
340,tasty dish s      not so hot  pumpkin pie steamer for 2,"milk, pumpkin pie spice, sugar, pure vanilla extract, cinnamon sticks, nutmeg",7,"on low or medium-low heat , warm the milk , honey and pumpkin pie spice or english mixed spice on the stove for a few minutes , stirring to melt the honey completely {{warning ! }}: if preparing for children , don't heat the milk too hot or it will burn their mouths ! remove pan from heat and stir in the vanilla extract carefully transfer the liquid to a blender and blend on high speed for at least a full minute or until the milk is light and frothy you could also use a stick / immersion blender to froth the milk , if you prefer however yet another {{warning}}: make sure your pot is deep enough or the hot milk will splatter pour into two fancy tea cups and garnish each with a small cinnamon stick and a light sprinkle of nutmeg ~tasty~ likes to use her whole cinnamon stick as a straw !",118.3,12,10,0,3,2,,1
341,tasty s    deluxe cinnamon toast,"mixed spice, vanilla powder, sugar, butter, bread",8,"please adjust accordingly to your preference in a small bowl combine the english mixed spice , vanilla powder and sugar of choice store in a container with a tight fitting lid to make the deluxe cinnamon toast: spread butter on a slice of bread it will melt into the bread as it toasts sprinkle about a scant one half teaspoon of the spice mixture on the bread toast until browned and sizzling but being careful not to burn the bread ! ps i use a toaster which browns bread horizontally which means the butter doesn't drip down into the heating element it is not recommended to use a toaster that toasts bread vertically to avoid the butter dripping into the mechanism- an oven will work",774.0,0,0,799,0,66,,1
342,tasty s    the power of flower7 salad,"baby spinach leaves, green onions, bell peppers, black olives, chive blossoms, strawberries, green peas, mint leaf, vinaigrette",20,"of course , how you arrange the produce and what produce you choose , is left to creative license place the baby spinach or mixed greens towards the bottom of a platter set the green onions on the platter-these are your ""flower stalks"" place the slices of bell pepper in a ""flower"" pattern on the green onion stems place the strawberry slices between slices of bell pepper ""petals"" arrange each black olive half in the middle of the flower and garnish each olive with a chive blossom put the green peas on top of the spinach or mixed greens place mint leaves around the edges of the platter serve salad with the vinaigrette 'be like the flower , turn your face to the sun' kahlil gibran",28.2,3,0,8,1,1,,1
343,hawaiian sunrise           mimosa,"pineapple juice, grenadine, brut champagne",5,divide pineapple juice among the 8 champagne glasses top with champagne glasses spoon 1 tablespoon grenadine syrup into each glass garnish with a pineapple cube serve immediately,182.0,0,0,78,0,9,ham,0
344,4 cheese baked ziti,"ziti pasta, alfredo sauce, sour cream, eggs, ricotta cheese, parmesan cheese, romano cheese, fresh parsley, part-skim mozzarella cheese",45,"cook pasta according to package directions drain and return to the pan stir in alfredo sauce and sour cream spoon half into a lightly greased 3-qt baking dish combine the eggs , ricotta cheese , 1 / 4 cup parmesan cheese , romano cheese and parsley spread over pasta top with remaining pasta mixture sprinkle with mozzarella and remaining parmesan cover and bake at 350 for 25 minutes uncover bake 5-10 minutes longer or until bubbly serve with tossed salad and buttered italian bread",1124.9,130,81,27,48,31,,1
